,recipient_name_clean,current_award,potential_award,offers_received,num_employees,annual_revenue,award_count,recipient_name,organizational_type,business_size,year
16650,senate builders and construction managers,34018805.379999995,34018805.379999995,382.0,10.442640692640694,8504771.828138527,1.0,"SENATE BUILDERS AND CONSTRUCTION MANAGERS, INC.",,SMALL BUSINESS,2016
16651,seneca telecommunications,2653287.0900000003,3428096.5300000007,140.0,24.3692645074224,5265262.884386446,1.0,"SENECA TELECOMMUNICATIONS, LLC",,SMALL BUSINESS,2016
16652,sensing strategies,9517582.0,9517582.0,205.0,11.05,3062500.0,1.0,"SENSING STRATEGIES, INC",,SMALL BUSINESS,2016
16653,sensors unlimited,159189.0,159189.0,10.0,156748.75,47760499701.33333,1.0,SENSORS UNLIMITED INC,,SMALL BUSINESS,2016
16654,sentar,399986870.65000004,1290857799.39,8119.0,55.962463924963934,4760632.663311688,1.0,"SENTAR, INC.",,SMALL BUSINESS,2016
16655,sentek consulting,10909162.11,307202755.11,1470.0,54.01334816462738,10107472.28865406,1.0,"SENTEK CONSULTING, INC.",,SMALL BUSINESS,2016
16656,sentinel acquisition,669902840.23,1473323833.95,8355.0,1014.9050603630665,220706295.22307497,1.0,SENTINEL ACQUISITION HOLDINGS INC.,,OTHER THAN SMALL BUSINESS,2016
16657,sentrillion,464767.18,587850.91,54.0,138.5723339160839,19898577.93728147,1.0,SENTRILLION CORPORATION,,SMALL BUSINESS,2016
16658,sentry view systems,412686837.09,412686837.09,15.0,9.88888888888889,5333333.333333334,1.0,SENTRY VIEW SYSTEMS  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16659,senture,40544438.25,40544438.25,52.0,324.2,14147587.2,1.0,SENTURE  LLC,,SMALL BUSINESS,2016
16660,serco,1631683435.9500003,3772357195.49,38522.0,6323.3437331576815,471669389.95830953,1.0,SERCO GROUP PLC,,OTHER THAN SMALL BUSINESS,2016
16661,serco north america,19085021.85,24558042.23,21.0,8547.375,1081292762.0,1.0,SERCO NORTH AMERICA (HOLDINGS) INC.,,OTHER THAN SMALL BUSINESS,2016
16662,sergent mechanical systems,12479765.35,12479765.35,127.0,8.0,3650000.0,1.0,SERGENT MECHANICAL SYSTEMS (INC),,SMALL BUSINESS,2016
16663,serrato,8242382.0,8242382.0,23.0,129.75,10133333.333333332,1.0,SERRATO CORPORATION,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16664,service disabled contracting,13470664.629999999,13470664.629999999,703.0,21.631199070537306,8122576.924709277,1.0,"SERVICE DISABLED CONTRACTING GROUP, INC.",,SMALL BUSINESS,2016
16665,service source,47686963.3,53081166.93999999,460.0,1578.9132357851622,100233651.62250249,1.0,"SERVICE SOURCE, INC",,OTHER THAN SMALL BUSINESS,2016
16666,ses civil contractors,708178.21,708987.89,6.0,22.0,642103.0,1.0,SES CIVIL CONTRACTORS LLC,,SMALL BUSINESS,2016
16667,ses construction and fuel services,24104795.75,24104795.75,230.0,32.125202429149795,30828600.37760533,1.0,SES CONSTRUCTION AND FUEL SERVICES LLC,,SMALL BUSINESS,2016
16668,ses sa,1007606152.5400001,1768083049.79,7860.0,63.376355428689095,190594414.42989796,1.0,SES SA,,SMALL BUSINESS,2016
16669,sev1tech,46256761.14,81369124.99000001,96.0,55.381578947368425,7074000.0,1.0,SEV1TECH INC,,SMALL BUSINESS,2016
16670,sevatec,32147195.119999997,34525152.400000006,18786.0,166.09220595543533,23419236.52633832,1.0,SEVATEC INC.,,SMALL BUSINESS,2016
16671,seven corners,1985796.73,1985796.73,3518.0,134.98789929117186,22291824.76677253,1.0,"SEVEN CORNERS, INC",,SMALL BUSINESS,2016
16672,sevenson environmental services,451896167.4,451896167.4,216.0,571.3625000000001,263710296.4285714,1.0,"SEVENSON ENVIRONMENTAL SERVICES, INC.",,OTHER THAN SMALL BUSINESS,2016
16673,seventh sense consulting,7647852.59,10351292.59,300.0,5.683333333333334,567441.6333333333,1.0,SEVENTH SENSE CONSULTING  LLC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16674,sewp solutions,58467.87,58467.87,263.0,300.0,100000000.0,1.0,"SEWP SOLUTIONS, LLC",,SMALL BUSINESS,2016
16675,seyer industries,11165798.0,11165798.0,367.0,138.3078684814484,25656347.97180379,1.0,"SEYER INDUSTRIES, INC.",,SMALL BUSINESS,2016
16676,sgs,7463529.0,7463529.0,31.0,26.0,12434525.0,1.0,SGS  LLC.,,SMALL BUSINESS,2016
16677,sgt,1549682599.1200001,2972287580.5,13517.0,1615.1446554073484,320820240.26152444,1.0,SGT  INC.,,OTHER THAN SMALL BUSINESS,2016
16678,shah,96695.08,96695.08,48.0,7.833333333333332,794166.6666666665,1.0,SHAH GROUP  INC   THE,,SMALL BUSINESS,2016
16679,sharp,12088486.120000001,14759531.580000002,14420.0,12908.422308387133,6893094708.445369,1.0,SHARP CORPORATION,,OTHER THAN SMALL BUSINESS,2016
16680,shaverswhittle construction,89921516.17999999,89922082.42,57.0,87.66666666666666,29978936.416666664,1.0,SHAVERS-WHITTLE CONSTRUCTION  L.L.C.,,SMALL BUSINESS,2016
16681,shaw environmental,7416258.76,7416258.76,735.0,19811.844343292876,3152508015.3393507,1.0,SHAW ENVIRONMENTAL  INC.,,OTHER THAN SMALL BUSINESS,2016
16682,shaw environmental infrastructure,54716811.44,1015747109141.44,440.0,27304.514423076922,4520811712.0,1.0,SHAW ENVIRONMENTAL & INFRASTRUCTURE  INC.,,OTHER THAN SMALL BUSINESS,2016
16683,shaw infrastructure,2000823927.5900002,2010523911.4599998,8122.0,48971.820874612065,5030438026.482756,1.0,SHAW INFRASTRUCTURE  INC.,,OTHER THAN SMALL BUSINESS,2016
16684,shekar engineering,1117583.61,1117583.61,65.0,16.18181818181818,1702146.490909091,1.0,SHEKAR ENGINEERING  P.L.C.,,OTHER THAN SMALL BUSINESS,2016
16685,sheltered occupational center northern virginia,68219481.62,72140189.66,38.0,241.67045454545456,10537942.652146464,1.0,THE SHELTERED OCCUPATIONAL CENTER OF NORTHERN VIRGINIA INC,,OTHER THAN SMALL BUSINESS,2016
16686,shepra,649377.24,649377.24,2522.0,4.984126984126984,511488.10714285716,1.0,"SHEPRA, INC.",,SMALL BUSINESS,2016
16687,sherlock smith adams,36795158.86,36795158.86,144.0,32.42857142857143,4442857.142857143,1.0,SHERLOCK SMITH & ADAMS INC,,OTHER THAN SMALL BUSINESS,2016
16688,sherwinwilliams,3039153.9,7494637.76,2404.0,41246.15562065759,9361346260.094988,1.0,THE SHERWIN-WILLIAMS COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16689,shi,21080304.970000006,27989862.850000005,6262.0,1592.9682649602355,6349108824.492912,1.0,SHI INTERNATIONAL CORP.,,OTHER THAN SMALL BUSINESS,2016
16690,ship colonnas yard incorporated,16501891.91,16501891.91,712.0,556.8493300059521,45158197.86939554,1.0,SHIP COLONNA'S YARD INCORPORATED,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16691,ship supply florida,7805919.269999999,87166220.26000002,28345.0,38.57829443615309,2758248.1153981173,1.0,SHIP SUPPLY OF FLORIDA  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16692,shome power electric cooperative,1806685.16,1806685.16,7.0,148.0,202369428.57142857,1.0,SHO-ME POWER ELECTRIC COOPERATIVE,,OTHER THAN SMALL BUSINESS,2016
16693,shortbark industries,9525589.25,9525589.25,153.0,361.53298701298695,7402907.303636364,1.0,SHORTBARK INDUSTRIES  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16694,shredit usa,48789476.370000005,107812771.29,1797.0,2198.614967772738,269304010.50539505,1.0,SHRED-IT USA INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16695,si organization,665709971.2700001,833986350.8800001,1887.0,6183.2880079768875,1159802064.142477,1.0,"SI ORGANIZATION, INC., THE",,OTHER THAN SMALL BUSINESS,2016
16696,si systems technologies,99187292.2,106095828.2,210.0,70.0,12000000.0,1.0,"SI SYSTEMS TECHNOLOGIES, LLC",,SMALL BUSINESS,2016
16697,si tec consulting,21498298.82,23977335.82,19.0,35.0,4800000.0,1.0,SI TEC CONSULTING LLC,,SMALL BUSINESS,2016
16698,sibley,81079052.68,81079052.68,1019.0,37.14583333333333,4443750.0,1.0,SIBLEY INTERNATIONAL  LLC,,OTHER THAN SMALL BUSINESS,2016
16699,sicpa holding sa,671307.0,3614517.0,49.0,1000.0,800000000.0,1.0,SICPA HOLDING SA,,OTHER THAN SMALL BUSINESS,2016
16700,sicuritaliasecuritas critical infrastructure services jv,203007063.7,424569426.82,35.0,1.0,1.0,1.0,SICURITALIA--SECURITAS CRITICAL INFRASTRUCTURE SERVICES INC JV,,OTHER THAN SMALL BUSINESS,2016
16701,siemens ag,156939175.06,1163581212.47,56603.0,193085.8790007452,36926730914.334404,1.0,SIEMENS AG,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16702,siemens aktiengesellschaft,372083445.65999997,716984173.1899999,35647.0,106225.243752106,18502371041.49868,1.0,SIEMENS AKTIENGESELLSCHAFT,,OTHER THAN SMALL BUSINESS,2016
16703,siemens government technologies,3645309.68,4491061.79,7.0,166.0,356500000.0,1.0,"SIEMENS GOVERNMENT TECHNOLOGIES, INC.",CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16704,sierra,64371491.529999994,196148640.52,22631.0,17731.391623742915,4839452507.90348,1.0,SIERRA HOLDINGS CORP.,,OTHER THAN SMALL BUSINESS,2016
16705,sierra four industries,36722671.53,36722671.53,41.0,3.0,1750000.0,1.0,SIERRA FOUR INDUSTRIES CORP.,OTHER,SMALL BUSINESS,2016
16706,sierra lobo,11286481657.779999,11286562022.95,2948.0,444.96880494505496,45983961.2518315,1.0,"SIERRA LOBO, INC.",,SMALL BUSINESS,2016
16707,sierra management and technologies,164596376.48000002,17097982.48,2187.0,48.41071428571429,6789500.000000001,1.0,SIERRA MANAGEMENT AND TECHNOLOGIES  INC.,,SMALL BUSINESS,2016
16708,sierra nevada,28838438650.47,46963185111.23001,28453.0,2072.729389985612,1055134419.1757284,1.0,SIERRA NEVADA CORPORATION,,OTHER THAN SMALL BUSINESS,2016
16709,sievert electric service and sales,811470.0,811470.0,22.0,60.0,13475000.0,1.0,SIEVERT ELECTRIC SERVICE AND SALES COMPANY,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16710,sig sauer,383379.32,390878.42,38.0,1187.9880952380952,237023461.15873015,1.0,SIG SAUER  INC,,OTHER THAN SMALL BUSINESS,2016
16711,sigma health consulting,17538072.94,21749805.07,2062.0,2.6309523809523805,657738.0952380951,1.0,"SIGMA HEALTH CONSULTING, LLC",,SMALL BUSINESS,2016
16712,sigma space,10779035.05,10779035.05,30.0,4993.777777777777,1054381504.3055555,1.0,SIGMA SPACE CORPORATION,,SMALL BUSINESS,2016
16713,sigmatech,1230040065.21,1344946579.56,23574.0,102.71044171819997,20971584.76861687,1.0,"SIGMATECH, INC.",,SMALL BUSINESS,2016
16714,signal systems,23742754.0,23742754.0,4290.0,25.860119047619044,4391952.3809523815,1.0,SIGNAL SYSTEMS CORPORATION,,SMALL BUSINESS,2016
16715,signature consulting,18338099.41,422774033.13,281.0,30.943452380952383,7349130.982738096,1.0,"SIGNATURE CONSULTING GROUP, LLC, THE",,SMALL BUSINESS,2016
16716,signature performance,30901271.0,30901271.0,7391.0,296.1205738705739,18201489.312728938,1.0,SIGNATURE PERFORMANCE  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16717,signature renovations,13376411.689999998,13376411.689999998,195.0,34.39669295466782,9290590.61489678,1.0,SIGNATURE RENOVATIONS LLC,,SMALL BUSINESS,2016
16718,sikorsky aircraft,62690611.09000006,62690611.09000006,65.0,16629.214659685866,7048570668.677137,1.0,SIKORSKY AIRCRAFT CORPORATION,,OTHER THAN SMALL BUSINESS,2016
16719,siler excavating,8265029.539999997,74264723.54,317.0,21.459446386946382,3405120.5029312354,1.0,SILER EXCAVATING LLC,,SMALL BUSINESS,2016
16720,silicon graphics,144965510.81,144965510.81,2163.0,1081.3366580780862,539094792.6195867,1.0,SILICON GRAPHICS INTERNATIONAL CORP.,,OTHER THAN SMALL BUSINESS,2016
16721,siller helicopters,293622392.28,599434392.2800001,119.0,50.0,15000000.0,1.0,SILLER HELICOPTERS  INC.,,SMALL BUSINESS,2016
16722,silosmashers,31574.6,628775.4,4106.0,40.63636363636363,13124359.181818182,1.0,"SILOSMASHERS, INC.",,SMALL BUSINESS,2016
16723,silotech,301085.84,301085.84,49.0,35.27272727272727,2617647.0588235296,1.0,"SILOTECH GROUP, INC",,SMALL BUSINESS,2016
16724,simmonds precision products,28159177.5,28159177.5,825.0,45748.104352135924,26823165065.2535,1.0,SIMMONDS PRECISION PRODUCTS  INC.,,OTHER THAN SMALL BUSINESS,2016
16725,simulation technologies,13368.77,13368.77,111.0,3.0,900000.0,1.0,SIMULATION TECHNOLOGIES INC,,SMALL BUSINESS,2016
16726,simventions,488574472.4,198110921.4,8634.0,99.27049588788718,13934156.232919078,1.0,"SIMVENTIONS, INC.",,SMALL BUSINESS,2016
16727,sinclair,44679213.27,202154164.64999998,2446.0,716.1136507936509,4481602128.139096,1.0,THE SINCLAIR COMPANIES,,OTHER THAN SMALL BUSINESS,2016
16728,singleton electric,16327947.0,16327947.0,5.0,300.0,78000000.0,1.0,SINGLETON ELECTRIC COMPANY  INC.,OTHER,OTHER THAN SMALL BUSINESS,2016
16729,sippicangsm submarine antenna joint venture,3613935.6,3613935.6,7.0,118592.28571428572,49893258276.571434,1.0,SIPPICAN/GSM SUBMARINE ANTENNA JOINT VENTURE  L.L.C.,,OTHER THAN SMALL BUSINESS,2016
16730,sirius computer solutions,163347562.00000006,11889034720.829998,9408.0,2097.5429086056342,33449232454.875614,1.0,SIRIUS COMPUTER SOLUTIONS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16731,site work solutions,5540261.2,6047933.2,32.0,20.0,5555555.555555556,1.0,SITE WORK SOLUTIONS,,SMALL BUSINESS,2016
16732,sixnations,3680283.53,3680283.53,34.0,22.60952380952381,2222984.126984127,1.0,"SIX-NATIONS, INC.",,SMALL BUSINESS,2016
16733,sizewise rentals,26882408.57,35236582.769999996,29329.0,518.8562739852462,77290701.18093757,1.0,"SIZEWISE RENTALS, L.L.C.",,OTHER THAN SMALL BUSINESS,2016
16734,sj innovations,115747081.2,275835997.06,2070.0,89.36912393162392,6016418.403739316,1.0,SJ INNOVATIONS  LLC,OTHER,SMALL BUSINESS,2016
16735,sj technologies,4584389.37,5602779.83,792.0,10.0,3288636.3636363638,1.0,"SJ TECHNOLOGIES, INC.",,SMALL BUSINESS,2016
16736,sjs executives,5382117.59,5737008.390000001,634.0,34.62777777777778,828892.3076923077,1.0,"SJS EXECUTIVES, LLC",,SMALL BUSINESS,2016
16737,sk aerospace,137723.85,137723.85,26.0,155.0,46590080.1875,1.0,"S&K AEROSPACE, LLC",,OTHER THAN SMALL BUSINESS,2016
16738,sk logistics services,1488407.6600000001,1488407.6600000001,333.0,35.763888888888886,198611.11805555556,1.0,S&K LOGISTICS SERVICES,,SMALL BUSINESS,2016
16739,skidmore owings merrill,57454969.75,57454969.75,1356.0,1029.5916666666667,185417020.61666667,1.0,"SKIDMORE, OWINGS & MERRILL LLP",,OTHER THAN SMALL BUSINESS,2016
16740,skillsoft,22297245.35,23261884.900000002,4368.0,781.202589807853,169700481.79749373,1.0,SKILLSOFT CORPORATION,,OTHER THAN SMALL BUSINESS,2016
16741,skilskin,1525911.25,1525911.25,70.0,411.0218137254901,12203107.20533769,1.0,SKILS'KIN,,OTHER THAN SMALL BUSINESS,2016
16742,skookum educational programs,21460998.55,67798461.59000002,491.0,787.3218967694054,2158578871.518654,1.0,SKOOKUM EDUCATIONAL PROGRAMS INC,CORPORATE TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16743,skwpsp joint venture,209809472.91000003,209809472.91000003,130.0,1.0,1.0,1.0,SKW-PSP JOINT VENTURE,PARTNERSHIP,OTHER THAN SMALL BUSINESS,2016
16744,skylla engineering,121930650.83000001,620896149.8299999,1575.0,145.40160256410257,12691454.345982905,1.0,SKYLLA ENGINEERING LTD.,,SMALL BUSINESS,2016
16745,skyquest aviation,18103.55,18103.55,10.0,8.0,1.0,1.0,SKYQUEST AVIATION LLC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16746,sm construction,27386765.339999996,207386765.34000003,920.0,9.0,5508259.623263888,1.0,SM CONSTRUCTION INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16747,small business,2859426.63,2859426.63,418.0,19.38694270289098,17178669.422838297,1.0,"SMALL BUSINESS GROUP, INC.",,SMALL BUSINESS,2016
16748,smallwood prison dental services,8422960.81,8422960.81,495.0,35.745614035087726,3895467.8362573097,1.0,"SMALLWOOD PRISON DENTAL SERVICES, INC",,SMALL BUSINESS,2016
16749,smart information flow technologies,749989.0,749989.0,1165.0,29.6,4655680.8,1.0,"SMART INFORMATION FLOW TECHNOLOGIES, LLC",,SMALL BUSINESS,2016
16750,smartronix,7928970491.98,14301592570.34,2985.0,545.0935811072396,88978336.20542449,1.0,SMARTRONIX  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16751,smith reynolds and hills,5320144.65,5490969.04,2305.0,729.1857907636738,134506022.45794633,1.0,SMITH REYNOLDS AND HILLS INC,,OTHER THAN SMALL BUSINESS,2016
16752,smithgroup,2984861.45,13484861.450000001,1293.0,788.5248829431439,169036071.810602,1.0,"SMITHGROUP COMPANIES, INC.",,OTHER THAN SMALL BUSINESS,2016
16753,smithroot,170478.75,170478.75,45.0,52.664335664335674,9043689.986013986,1.0,"SMITH-ROOT, INC.",,SMALL BUSINESS,2016
16754,smiths,69645431.05000001,1078864555.27,13209.0,6608.008019665676,1234085100.7185516,1.0,SMITHS GROUP PLC,,OTHER THAN SMALL BUSINESS,2016
16755,smoot construction,15010981.74,15010981.74,5.0,116.0,127055858.0,1.0,SMOOT CONSTRUCTION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16756,sms,179197255.88,379197255.88,6058.0,7269.166666666666,160244416.66666666,1.0,SMS HOLDINGS CORPORATION,,OTHER THAN SMALL BUSINESS,2016
16757,sms data products,10452130.28,11110789.739999998,4452.0,222.28201265837555,59745183.6872166,1.0,"SMS DATA PRODUCTS GROUP, INC.",,SMALL BUSINESS,2016
16758,snap,61735428.18000001,3672202776.7200003,19063.0,96.0719900333871,16975716.577540107,1.0,"SNAP, INC.",,SMALL BUSINESS,2016
16759,snapon incorporated,225433638.48,240513737.57999998,74259.0,12160.296078683934,2023372479.9165566,1.0,SNAP-ON INCORPORATED,,OTHER THAN SMALL BUSINESS,2016
16760,snc manufacturing,2536.08,2536.08,12.0,223.5,46568939.25,1.0,"SNC MANUFACTURING, L.L.C.",,SMALL BUSINESS,2016
16761,snodgrass sons construction,8313069.09,8313069.09,212.0,61.665151515151514,16327511.073636364,1.0,"SNODGRASS & SON'S CONSTRUCTION CO., INC.",,SMALL BUSINESS,2016
16762,soar technology,6464636.399999999,6614404.16,5318.0,49.768003034547164,9305674.10779937,1.0,"SOAR TECHNOLOGY, INC.",,SMALL BUSINESS,2016
16763,sobran,209835.11,6771156.16,1050.0,764.95,54304857.3,1.0,"SOBRAN, INC.",,OTHER THAN SMALL BUSINESS,2016
16764,social impact,57611460.50999999,297522333.21999997,3105.0,40.64745555040198,7687698.111214183,1.0,"SOCIAL IMPACT, INC.",,OTHER THAN SMALL BUSINESS,2016
16765,social scientific systems,5994055.76,8645105.7,7799.0,483.4905776989111,102386318.98493038,1.0,"SOCIAL & SCIENTIFIC SYSTEMS, INC.",,OTHER THAN SMALL BUSINESS,2016
16766,social solutions,267910708.23,269792210.23,3140.0,17.054511278195484,2704068.6944634314,1.0,"SOCIAL SOLUTIONS INTERNATIONAL, INC.",,SMALL BUSINESS,2016
16767,societ herstalienne pour la finance lindustrielle le c,21136332.75,487091020.25,317.0,2470.896464646465,389823232.32323235,1.0,SOCIET  HERSTALIENNE POUR LA FINANCE  L'INDUSTRIELLE ET LE C,,OTHER THAN SMALL BUSINESS,2016
16768,sodexo,96672763.0,127015530.0,431.0,112249.78188077721,6083492540.646671,1.0,SODEXO,,OTHER THAN SMALL BUSINESS,2016
16769,soft tech consulting,267212664.07,432095369.39000005,6671.0,56.48541869433248,5259446.222072946,1.0,SOFT TECH CONSULTING  INC.,,SMALL BUSINESS,2016
16770,softchoice,1361041.0,1448177.0599999998,28360.0,837.4074270076692,774618370.0293014,1.0,SOFTCHOICE CORPORATION,,OTHER THAN SMALL BUSINESS,2016
16771,softcon enterprises,19472262.82,19472512.82,864.0,27.766666666666673,2710181.685714286,1.0,"SOFT-CON ENTERPRISES, INC.",,SMALL BUSINESS,2016
16772,softconcept,83631716.80000001,99693883.44,3284.0,44.25,4710000.0,1.0,SOFTCONCEPT  INC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16773,softec solutions,6433751.07,10417245.650000002,1089.0,301.02083333333337,20369947.066666666,1.0,SOFTEC SOLUTIONS  INC.,OTHER,SMALL BUSINESS,2016
16774,softmart,1773526.2900000005,2397000.08,1509.0,140.74520492279112,88926646.34324186,1.0,SOFTMART  INC.,,SMALL BUSINESS,2016
16775,software ag,28556108.169999998,28602260.2,35.0,2767.5,699896000.0,2.0,SOFTWARE AG,,OTHER THAN SMALL BUSINESS,2016
16776,software consultants,112365877.73000002,125709975.73000002,2329.0,27.238359788359787,3500906.084656085,1.0,SOFTWARE CONSULTANTS INC.,,SMALL BUSINESS,2016
16777,software engineering services,42632322.48,42632322.48,25.0,75.0,8000000.0,1.0,SOFTWARE ENGINEERING SERVICES CORPORATION,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16778,software information resource,51863099.910000004,74493652.85,3273.0,13.705306976499076,12839266.467440858,1.0,SOFTWARE INFORMATION RESOURCE CORP.,,SMALL BUSINESS,2016
16779,software tech enterprises,3333928.24,3937120.2700000005,7.0,47.125,2812504.375,1.0,SOFTWARE TECH ENTERPRISES,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16780,sol engineering service,5713090.4,7776264.080000003,399.0,49.9983607597259,6266284.738150168,1.0,SOL ENGINEERING SERVICE LLC,,SMALL BUSINESS,2016
16781,solers,573492297.1700001,732593871.48,2076.0,183.4739423076923,41872658.35148343,1.0,SOLERS INC.,,OTHER THAN SMALL BUSINESS,2016
16782,solid state scientific,3653596.09,3653596.09,144.0,26.583333333333336,10000000.0,1.0,SOLID STATE SCIENTIFIC CORPORATION,,SMALL BUSINESS,2016
16783,soliel,2890322.66,2890322.66,9.0,30.0,100000.0,1.0,SOLIEL L.L.C.,,SMALL BUSINESS,2016
16784,solis constructors,24534464.60000001,24534464.60000001,139.0,12.366666666666667,10159665.233333334,1.0,SOLIS CONSTRUCTORS  INC.,,SMALL BUSINESS,2016
16785,solpac,12365344.76,12365344.76,2.0,275.0,198240464.0,1.0,SOLPAC  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16786,solpac construction,176928132.0,176928132.0,585.0,254.59070512820512,192085597.07646722,1.0,SOLPAC CONSTRUCTION INC.,,OTHER THAN SMALL BUSINESS,2016
16787,solution tree,183173.74,183173.74,4.0,124.0,39460531.0,1.0,SOLUTION TREE  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16788,solutions by design ii,192276872.51,354526473.85,4078.0,45.008800245806825,6820814.939144049,1.0,"SOLUTIONS BY DESIGN II, LLC",,SMALL BUSINESS,2016
16789,solutions development,10770168.0,-35000.0,12.0,0.0,0.0,1.0,SOLUTIONS DEVELOPMENT CORP,,SMALL BUSINESS,2016
16790,solutions through innovative technologies,339345589.70000005,549514435.8800001,4493.0,70.05957177742891,7368577.831534101,1.0,SOLUTIONS THROUGH INNOVATIVE TECHNOLOGIES  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
