,recipient_parent_name1,current_award,potential_award,offers_received,num_employees,annual_revenue,award_count,recipient_name,organizational_type,business_size,year,recipient_name_clean,Unnamed: 0,% to Dems,% to Repubs,0,1,Cycle,Democrats,Individuals,PACs,Republicans,Soft (Indivs),Soft (Orgs),Total,Unnamed: 0.1,org_id,org_name,org_name_clean
786,MAXIMHEALTHCARESERVICESINC,2191184.3,2270924.3,4330,339.3602011,239719683.9,2,"MAXIM HEALTHCARE SERVICES, INC.",,OTHER THAN SMALL BUSINESS,2014,maxim healthcare services,97167,95%,5%,,,2014,"$10,500 ",$0 ,"$11,000 ",$500 ,$0 ,$0 ,"$11,000 ",121869,D000071283,MAXIM HEALTHCARE SERVICES,maxim healthcare services
787,MAXIMUSINC,3488452137,8911735669,462,607.23396,67039730.13,2,MAXIMUS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,maximus,33919,82%,0%,,,2014,"$22,170 ","$6,000 ","$21,170 ",$0 ,$0 ,$0 ,"$27,170 ",61384,D000027466,MAXIMUS INC,maximus
788,MCKESSONCORPORATION,1685119170,16433337687,70977,36759.17533,1.08536E+11,2,MCKESSON CORPORATION,,OTHER THAN SMALL BUSINESS,2014,mckesson,15207,43%,57%,,,2014,"$714,250 ","$39,950 ","$1,627,450 ","$958,150 ",$250 ,$0 ,"$1,672,375 ",37311,D000022105,MCKESSON CORP,mckesson
789,MDURESOURCESGROUPINC,140089.9,140089.9,8,2469.65,155715798.8,2,"MDU RESOURCES GROUP, INC.",,OTHER THAN SMALL BUSINESS,2014,mdu resources,34016,13%,87%,,,2014,"$8,700 ","$4,700 ","$64,500 ","$60,500 ",$0 ,$0 ,"$69,200 ",61536,D000027521,MDU RESOURCES GROUP,mdu resources
790,MEDTRONICINC,3624443.28,3715251.28,5729,10825.58142,9641613396,2,"MEDTRONIC, INC.",,OTHER THAN SMALL BUSINESS,2014,medtronic,15276,43%,56%,,,2014,"$144,575 ","$49,895 ","$284,000 ","$188,320 ",$500 ,$0 ,"$336,645 ",37385,D000022110,MEDTRONIC INC,medtronic
791,MERCKCOINC,4926445,217943279,83,73930.82353,6824441989,1,"MERCK & CO., INC.",,OTHER THAN SMALL BUSINESS,2014,merck,2861,50%,50%,,,2014,"$750,384 ","$283,279 ","$1,221,250 ","$748,145 ",$250 ,$0 ,"$1,508,029 ",3136,D000000275,MERCK & CO,merck
792,MICROSOFTCORPORATION,463098524.8,761390799.2,84,95314.93994,59729731468,2,MICROSOFT CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,microsoft,896,51%,37%,,,2014,"$1,753,504 ","$1,349,380 ","$1,667,000 ","$1,252,398 ","$391,279 ",$0 ,"$3,429,853 ",1011,D000000115,MICROSOFT CORP,microsoft
793,MMCCORP,5200229.66,5200229.66,7,1000,53913000,1,MMC CORP,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,mmc,90337,45%,55%,,,2014,"$27,500 ","$2,600 ","$58,000 ","$33,100 ",$0 ,$0 ,"$60,600 ",113490,D000069734,MMC CORP,mmc
794,MWHGLOBALINC,15325988.98,30881698.98,9546,1759.662113,330921590.4,2,MWH GLOBAL  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,mwh global,34905,45%,54%,,,2014,"$155,100 ","$105,200 ","$235,500 ","$186,600 ","$1,000 ",$0 ,"$342,700 ",62664,D000027760,MWH GLOBAL,mwh global
795,NAMMOAS,35292529.94,98292529.94,1732,1906.75,562428498.4,2,NAMMO AS,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,nammo as,78902,30%,70%,,,2014,"$4,900 ","$1,650 ","$14,750 ","$11,500 ",$0 ,$0 ,"$16,400 ",96773,D000064452,NAMMO AS,nammo as
796,NATIONALGRIDPLC,9898473.18,10369398.78,15,28229.16667,4410581500,2,NATIONAL GRID PLC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,national grid,35611,73%,27%,,,2014,"$90,850 ","$20,225 ","$104,850 ","$33,225 ",$30 ,$0 ,"$125,105 ",63462,D000027852,NATIONAL GRID PLC,national grid
797,NAVISTARINTERNATIONALCORPORATION,872943489.6,874747224.3,245,14208.82841,13546547889,2,NAVISTAR INTERNATIONAL CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,navistar,36263,36%,64%,,,2014,"$42,150 ","$54,900 ","$61,200 ","$74,950 ",$500 ,$0 ,"$117,600 ",64180,D000027918,NAVISTAR INTERNATIONAL,navistar
798,NCRCORPORATION,2508,2508,1000,24000,4704300032,1,NCR CORPORATION,,OTHER THAN SMALL BUSINESS,2014,ncr,9199,50%,50%,,,2014,"$15,750 ","$8,250 ","$23,500 ","$16,000 ",$0 ,$0 ,"$31,750 ",10160,D000000961,NCR CORP,ncr
799,NEPTUNEORIENTLINESLIMITED,2400000,2400000,1,4500,4739999744,1,NEPTUNE ORIENT LINES LIMITED,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,neptune orient lines,2469,62%,38%,,,2014,"$20,250 ",$0 ,"$32,750 ","$12,500 ",$0 ,$0 ,"$32,750 ",3168,D000043116,NEPTUNE ORIENT LINES,neptune orient lines
800,NESTLESA,150000,150000,23,375000265.6,375000000.6,1,NESTLE S.A.,,SMALL BUSINESS,2014,nestle sa,117415,37%,63%,,,2014,"$28,650 ","$13,300 ","$64,000 ","$48,650 ",$0 ,$0 ,"$77,300 ",159746,D000042332,NESTLE SA,nestle sa
801,NEWMOUNTAINCAPITALLLC,672768493.8,2.90972E+11,3075,953.4777853,178340638.7,2,NEW MOUNTAIN CAPITAL  L.L.C.,,OTHER THAN SMALL BUSINESS,2014,new mountain capital,98356,1%,96%,,,2014,"$1,514 ","$137,514 ","$6,700 ","$143,700 ","$5,000 ",$0 ,"$150,214 ",134547,D000036192,NEW MOUNTAIN CAPITAL,new mountain capital
802,NEXTERAENERGYINC,29607484.76,30835559.81,28,15654.33333,15733333333,1,NEXTERA ENERGY  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,nextera energy,3416,35%,57%,,,2014,"$410,900 ","$289,380 ","$784,900 ","$665,880 ",$500 ,"$100,000 ","$1,178,780 ",3737,D000000321,NEXTERA ENERGY,nextera energy
803,NORTHROPGRUMMANCORPORATION,1.30729E+11,3.50652E+11,52096,93561.05995,25325200424,2,NORTHROP GRUMMAN CORPORATION,,OTHER THAN SMALL BUSINESS,2014,northrop grumman,1673,42%,57%,,,2014,"$1,707,973 ","$377,424 ","$3,655,750 ","$2,326,806 ","$4,850 ",$0 ,"$4,054,379 ",1843,D000000170,NORTHROP GRUMMAN,northrop grumman
804,NOVARTISAG,2130699.57,48611330.66,7300,96264.26806,2703746005,2,NOVARTIS AG,,OTHER THAN SMALL BUSINESS,2014,novartis ag,15868,51%,49%,,,2014,"$314,152 ","$49,540 ","$568,250 ","$303,138 ","$2,000 ",$0 ,"$621,115 ",38030,D000022163,NOVARTIS AG,novartis ag
805,NRGENERGYINC,14213947.99,14213947.99,35,10000,9598000000,1,NRG ENERGY  INC.,OTHER,OTHER THAN SMALL BUSINESS,2014,nrg energy,36780,67%,31%,,,2014,"$152,650 ","$100,700 ","$123,500 ","$71,550 ","$5,000 ",$0 ,"$229,700 ",64830,D000028051,NRG ENERGY,nrg energy
806,OLINCORPORATION,81079304.77,97917027.09,176,3769.541889,1741213317,2,OLIN CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,olin,37104,40%,60%,,,2014,"$4,050 ","$4,150 ","$6,000 ","$6,100 ",$0 ,$0 ,"$10,150 ",65234,D000028131,OLIN CORP,olin
807,OMNICOMGROUPINC,32054281.15,47889646.97,4159,29749.46015,7859541253,2,OMNICOM GROUP INC.,,OTHER THAN SMALL BUSINESS,2014,omnicom,15943,40%,57%,,,2014,"$187,642 ","$422,497 ","$33,500 ","$268,355 ","$1,500 ",$0 ,"$467,897 ",38112,D000022170,OMNICOM GROUP,omnicom
808,ONEXCORPORATION,1840160.17,1840160.63,602,7414.922348,2035971484,2,ONEX CORPORATION,,OTHER THAN SMALL BUSINESS,2014,onex,37203,27%,73%,,,2014,"$41,292 ","$29,392 ","$122,200 ","$110,300 ",$0 ,$0 ,"$152,092 ",65352,D000028150,ONEX CORP,onex
809,ORACLECORPORATION,247554321.8,262825330.8,81,82336.6965,19708988659,2,ORACLE CORPORATION,,OTHER THAN SMALL BUSINESS,2014,oracle,4546,45%,55%,,,2014,"$509,263 ","$563,842 ","$552,295 ","$611,839 ","$2,500 ",$0 ,"$1,120,498 ",4968,D000000422,ORACLE CORP,oracle
810,OSHKOSHCORPORATION,86176066352,1.6242E+11,21962,10924.3927,6008781741,2,OSHKOSH CORPORATION,,OTHER THAN SMALL BUSINESS,2014,oshkosh,37312,34%,61%,,,2014,"$111,078 ","$55,599 ","$255,000 ","$199,521 ","$14,550 ",$0 ,"$325,149 ",65490,D000028179,OSHKOSH CORP,oshkosh
811,OSISYSTEMSINC,408761719,408761719,1053,1822.477778,341850710.4,2,OSI SYSTEMS  INC.,,OTHER THAN SMALL BUSINESS,2014,osi systems,37327,64%,33%,,,2014,"$41,500 ","$4,500 ","$60,000 ","$21,000 ",$0 ,$0 ,"$64,500 ",65506,D000028180,OSI SYSTEMS,osi systems
812,PALANTIRTECHNOLOGIESINC,545939101.8,992841859.6,16194,295.0572158,23659679.71,2,PALANTIR TECHNOLOGIES INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,palantir technologies,33198,83%,14%,,,2014,"$27,550 ","$28,150 ","$4,000 ","$4,600 ",$750 ,$0 ,"$33,150 ",41794,D000055177,PALANTIR TECHNOLOGIES,palantir technologies
813,PARKERHANNIFINCORPORATION,13132940.66,16871616.66,3570,56692.00621,9966254120,2,PARKER-HANNIFIN CORPORATION,,OTHER THAN SMALL BUSINESS,2014,parkerhannifin,37612,14%,78%,,,2014,"$5,450 ","$14,440 ","$22,000 ","$30,990 ","$3,516 ",$0 ,"$39,956 ",65838,D000028227,PARKER-HANNIFIN,parkerhannifin
814,PARSONSCORPORATION,2394119058,2524550175,555,742.2202932,1152032159,2,PARSONS CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,parsons,16003,42%,57%,,,2014,"$209,600 ","$7,970 ","$480,600 ","$278,970 ",$0 ,$0 ,"$494,070 ",38177,D000022175,PARSONS CORP,parsons
815,THEPARSONSCORPORATION,218230340.2,470863554.6,22246,7464.565159,1973088430,2,THE PARSONS CORPORATION,,OTHER THAN SMALL BUSINESS,2014,parsons,16003,42%,57%,,,2014,"$209,600 ","$7,970 ","$480,600 ","$278,970 ",$0 ,$0 ,"$494,070 ",38177,D000022175,PARSONS CORP,parsons
816,PARTECHNOLOGYCORPORATION,89821853.47,89821853.47,61,1457.301804,118925400.4,2,PAR TECHNOLOGY CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,par technology,37585,0%,84%,,,2014,$0 ,$0 ,"$6,200 ","$5,200 ",$0 ,$0 ,"$6,200 ",65807,D000028223,PAR TECHNOLOGY,par technology
817,PEPCOHOLDINGSINC,379862458.7,2464206311,447,4586.945202,7299153513,2,PEPCO HOLDINGS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,pepco,37861,72%,27%,,,2014,"$55,525 ","$12,025 ","$65,100 ","$20,600 ",$0 ,$0 ,"$77,125 ",66179,D000028319,PEPCO HOLDINGS,pepco
818,PEPSICOINC,955237.45,1160741.45,10,5750,750000500.3,1,PEPSICO  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,pepsico,2046,18%,28%,,,2014,"$186,947 ","$131,970 ","$336,097 ","$283,720 ","$5,950 ",$0 ,"$1,029,216 ",2246,D000000200,PEPSICO INC,pepsico
819,PFIZERINC,580275.65,8710068662,142,43212.60147,22966849621,2,PFIZER INC.,,OTHER THAN SMALL BUSINESS,2014,pfizer,1248,42%,56%,,,2014,"$935,860 ","$514,980 ","$1,669,730 ","$1,256,897 ",$401 ,$0 ,"$2,234,183 ",1386,D000000138,PFIZER INC,pfizer
820,PGECORPORATION,835758.26,1011463.51,34,19093.91534,6375661376,2,PG&E CORPORATION,,OTHER THAN SMALL BUSINESS,2014,pge,3065,51%,36%,,,2014,"$584,470 ","$182,145 ","$806,090 ","$414,015 ",$451 ,"$10,000 ","$1,140,161 ",3355,D000000290,PG&E CORP,pge
821,PHILLIPS66,52025108.3,52025108.3,1434,13552.63158,1.76546E+11,1,PHILLIPS 66,,OTHER THAN SMALL BUSINESS,2014,phillips 66,10124,14%,85%,,,2014,"$50,750 ","$27,390 ","$329,350 ","$304,490 ",$215 ,$0 ,"$357,405 ",29792,D000019668,PHILLIPS 66,phillips 66
822,PHILLIPS66COMPANY,82690225.38,424157122.7,1845,13682.37251,1.69364E+11,1,PHILLIPS 66 COMPANY,,OTHER THAN SMALL BUSINESS,2014,phillips 66,10124,14%,85%,,,2014,"$50,750 ","$27,390 ","$329,350 ","$304,490 ",$215 ,$0 ,"$357,405 ",29792,D000019668,PHILLIPS 66,phillips 66
823,PHOENIXINTERNATIONALHOLDINGSINC,59741.98,59741.98,5,212,50091448,1,PHOENIX INTERNATIONAL HOLDINGS INC,,OTHER THAN SMALL BUSINESS,2014,phoenix,37974,96%,0%,,,2014,"$21,000 ",$0 ,"$22,000 ",$0 ,$0 ,$0 ,"$22,000 ",66327,D000028354,PHOENIX COMPANIES,phoenix
824,PITNEYBOWESINC,5930274.01,6797737.41,618,10277.08067,2028219004,2,PITNEY BOWES INC.,,OTHER THAN SMALL BUSINESS,2014,pitney bowes,16196,51%,49%,,,2014,"$97,425 ","$12,925 ","$178,500 ","$94,000 ",$0 ,$0 ,"$191,425 ",38387,D000022192,PITNEY BOWES INC,pitney bowes
825,POLARISINDUSTRIESINC,2845628.63,27595628.63,31818,4837.874417,685868249.1,2,POLARIS INDUSTRIES INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,polaris industries,38256,12%,89%,,,2014,"$17,900 ","$98,700 ","$56,500 ","$137,300 ",$0 ,$0 ,"$155,200 ",66658,D000028403,POLARIS INDUSTRIES,polaris industries
826,PPGINDUSTRIESINC,11399115.09,19498075.8,11254,38267.18721,12679136107,2,PPG INDUSTRIES INC.,,OTHER THAN SMALL BUSINESS,2014,ppg industries,38361,12%,87%,,,2014,"$14,375 ","$6,525 ","$117,250 ","$109,400 ","$1,750 ",$0 ,"$125,525 ",66786,D000028426,PPG INDUSTRIES,ppg industries
827,PRAGMATICSINC,79440226.49,100549301.5,3179,468.3576389,80930069.44,2,PRAGMATICS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,pragmatics,38379,77%,21%,,,2014,"$39,333 ","$22,833 ","$27,250 ","$10,750 ","$1,000 ",$0 ,"$51,083 ",66806,D000028428,PRAGMATICS INC,pragmatics
828,PRICEWATERHOUSECOOPERSLLP,237585213.7,496598522.7,8000,81153.98022,2712495340,2,PRICEWATERHOUSECOOPERS LLP,,OTHER THAN SMALL BUSINESS,2014,pricewaterhousecoopers,1035,37%,62%,,,2014,"$919,351 ","$239,629 ","$2,214,500 ","$1,523,228 ",$416 ,$0 ,"$2,463,420 ",1159,D000000124,PRICEWATERHOUSECOOPERS,pricewaterhousecoopers
829,RADIANCETECHNOLOGIESINC,183811888.1,214890210.4,8632,358.1179387,77594410.84,2,"RADIANCE TECHNOLOGIES, INC.",,SMALL BUSINESS,2014,radiance technologies,38837,17%,84%,,,2014,"$18,500 ","$25,590 ","$86,300 ","$93,390 ",$0 ,$0 ,"$111,890 ",67345,D000028509,RADIANCE TECHNOLOGIES,radiance technologies
830,RAYTHEONCOMPANY,2.67227E+11,3.48458E+11,29052,50542.29427,9269187472,2,RAYTHEON COMPANY,,OTHER THAN SMALL BUSINESS,2014,raytheon,1745,36%,64%,,,2014,"$1,259,629 ","$280,556 ","$3,221,250 ","$2,241,514 ","$3,500 ",$0 ,"$3,511,843 ",1920,D000000175,RAYTHEON CO,raytheon
831,ROCKWELLCOLLINSINC,10809812748,10204856718,13442,17036.58051,3679715433,2,ROCKWELL COLLINS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,rockwell collins,39559,31%,69%,,,2014,"$80,180 ","$80,605 ","$175,500 ","$175,925 ",$450 ,$0 ,"$256,555 ",68341,D000028783,ROCKWELL COLLINS INC,rockwell collins
832,ROLLSROYCECORPORATION,207415990.1,208622711.1,38,38230.22941,15024441813,2,ROLLS-ROYCE CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,rollsroyce,3339,29%,71%,,,2014,"$82,150 ","$6,353 ","$270,500 ","$196,703 ",$300 ,$0 ,"$279,153 ",4168,D000043246,ROLLS-ROYCE PLC,rollsroyce
833,ROLLSROYCEGROUPPLC,232563621,235962195,301,30720.5918,10266290545,2,ROLLS-ROYCE GROUP PLC,,OTHER THAN SMALL BUSINESS,2014,rollsroyce,3339,29%,71%,,,2014,"$82,150 ","$6,353 ","$270,500 ","$196,703 ",$300 ,$0 ,"$279,153 ",4168,D000043246,ROLLS-ROYCE PLC,rollsroyce
834,ROYALDUTCHSHELLPLC,749181909.7,4964357372,2505,89249.86939,63208599426,2,ROYAL DUTCH SHELL PLC,,OTHER THAN SMALL BUSINESS,2014,royal dutch shell,408,33%,59%,,,2014,"$57,232 ","$50,142 ","$112,100 ","$104,010 ","$3,800 ",$0 ,"$175,167 ",516,D000042525,ROYAL DUTCH SHELL,royal dutch shell
835,SAICINC,6.65724E+11,2.93406E+12,13233,39385.5135,8252712066,2,SAIC  INC.,,OTHER THAN SMALL BUSINESS,2014,saic,85230,42%,57%,,,2014,"$241,605 ","$95,030 ","$486,500 ","$333,025 ","$1,101 ",$0 ,"$582,731 ",105769,D000067120,SAIC,saic
836,SALTCHUKRESOURCESINC,4481306.82,54503326.82,618,1704.8887,230953878.3,2,SALTCHUK RESOURCES  INC.,,OTHER THAN SMALL BUSINESS,2014,saltchuk resources,16627,58%,38%,,,2014,"$137,680 ","$74,630 ","$151,750 ","$88,700 ","$10,000 ",$0 ,"$236,630 ",38862,D000022236,SALTCHUK RESOURCES,saltchuk resources
837,SANOFI,101893086,2281501869,582,11370.00389,4909995014,2,SANOFI,,SMALL BUSINESS,2014,sanofi,2236,27%,53%,,,2014,"$298,729 ","$61,084 ","$819,775 ","$586,930 ","$225,500 ",$0 ,"$1,115,359 ",2451,D000000215,SANOFI,sanofi
838,SECURITASAB,644527165.7,2706569084,4726,2593.12591,93889738.98,2,SECURITAS AB,,OTHER THAN SMALL BUSINESS,2014,securitas ab,18094,9%,90%,,,2014,"$2,350 ","$14,757 ","$10,800 ","$23,207 ",$0 ,$0 ,"$25,757 ",21787,D000046110,SECURITAS AB,securitas ab
839,SEMPRAENERGY,3046125,3046125,1,14000,10800000000,1,SEMPRA ENERGY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,sempra energy,4470,53%,46%,,,2014,"$324,626 ","$71,076 ","$515,500 ","$276,950 ",$0 ,"$15,000 ","$608,456 ",4885,D000000415,SEMPRA ENERGY,sempra energy
840,SERCOGROUPPLC,703994646.5,1791771969,18810,3892.511414,328178749.2,2,SERCO GROUP PLC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,serco,2545,30%,67%,,,2014,"$52,250 ","$26,325 ","$147,600 ","$115,675 ",$0 ,$0 ,"$173,925 ",3258,D000043130,SERCO GROUP,serco
841,SIEMENSAG,65757784.14,69462016.82,1898,185838.9973,34358172133,2,SIEMENS AG,,OTHER THAN SMALL BUSINESS,2014,siemens ag,43,46%,53%,,,2014,"$164,031 ","$46,031 ","$311,400 ","$188,800 ",$0 ,$0 ,"$358,381 ",51,D000042425,SIEMENS AG,siemens ag
842,SIERRANEVADACORPORATION,25774866360,38910799806,2068,1860.327583,3.64899E+12,2,SIERRA NEVADA CORPORATION,OTHER,OTHER THAN SMALL BUSINESS,2014,sierra nevada,40427,29%,69%,,,2014,"$128,430 ","$66,950 ","$380,480 ","$310,000 ",$0 ,$0 ,"$447,430 ",69475,D000029049,SIERRA NEVADA CORP,sierra nevada
843,SMITHSGROUPPLC,35985474.91,38233807.06,577,8037.158206,1560599418,2,SMITHS GROUP PLC,,OTHER THAN SMALL BUSINESS,2014,smiths,40588,27%,53%,,,2014,"$45,500 ","$2,750 ","$133,000 ","$90,250 ",$0 ,$0 ,"$170,250 ",69674,D000029087,SMITHS GROUP,smiths
844,SMSHOLDINGSCORPORATION,657941664.5,657941664.5,2018,1889.833333,59789583.33,2,SMS HOLDINGS CORPORATION,OTHER,OTHER THAN SMALL BUSINESS,2014,sms,40606,0%,100%,,,2014,$0 ,"$9,250 ","$2,500 ","$11,750 ",$0 ,$0 ,"$11,750 ",69694,D000029089,SMS HOLDINGS,sms
845,SODEXO,37217305.16,37276107.16,221,120000,6027777778,2,SODEXO,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,sodexo,40706,33%,58%,,,2014,"$9,590 ","$16,990 ","$9,000 ","$16,650 ","$2,500 ",$0 ,"$28,740 ",69811,D000029106,SODEXO,sodexo
846,SOLERSINC,200991551.6,200991551.6,1607,149.8333333,31139436.5,2,SOLERS INC.,,SMALL BUSINESS,2014,solers,73509,0%,25%,,,2014,$0 ,$750 ,"$7,500 ","$8,250 ","$25,000 ",$0 ,"$33,250 ",90381,D000063453,SOLERS INC,solers
847,STARR,9238069.33,605546440.3,23,5407,142258522.7,2,STARR,OTHER,OTHER THAN SMALL BUSINESS,2014,starr,87530,14%,86%,,,2014,"$18,100 ","$56,825 ","$68,700 ","$107,425 ",$0 ,$0 ,"$125,525 ",108950,D000068001,STARR COMPANIES,starr
848,STERICYCLEINC,711502.81,711786.36,109,7367.374728,919813106.6,2,"STERICYCLE, INC.",,OTHER THAN SMALL BUSINESS,2014,stericycle,41185,30%,70%,,,2014,"$8,000 ","$15,800 ","$11,000 ","$18,800 ",$0 ,$0 ,"$26,800 ",70390,D000029206,STERICYCLE INC,stericycle
849,STERISCORPORATION,5757415.64,6054350.84,217,4758.179825,1202471615,2,STERIS CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,steris,41195,37%,63%,,,2014,"$24,300 ","$26,699 ","$39,200 ","$41,599 ",$0 ,$0 ,"$65,899 ",70401,D000029207,STERIS CORP,steris
850,STVGROUPINC,982228,210982228,43,1529.25,306744496,2,STV GROUP INC,,OTHER THAN SMALL BUSINESS,2014,stv,41343,82%,18%,,,2014,"$52,150 ","$34,850 ","$28,800 ","$11,500 ",$0 ,$0 ,"$63,650 ",70608,D000029266,STV GROUP,stv
851,TAKEDAPHARMACEUTICALCOMPANYLIMITED,162654.64,162654.64,1,1580,1390000000,1,TAKEDA PHARMACEUTICAL COMPANY LIMITED,,OTHER THAN SMALL BUSINESS,2014,takeda pharmaceutical,16374,48%,52%,,,2014,"$89,150 ","$1,450 ","$184,200 ","$96,500 ",$0 ,$0 ,"$185,925 ",19277,D000045320,TAKEDA PHARMACEUTICAL CO,takeda pharmaceutical
852,TECOENERGYINC,4082627,4082627,1,583,571466368,1,TECO ENERGY  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,teco energy,6734,28%,72%,,,2014,"$30,800 ","$19,800 ","$92,000 ","$80,000 ",$0 ,$0 ,"$111,800 ",7347,D000000613,TECO ENERGY,teco energy
853,TELECOMMUNICATIONSYSTEMSINC,89058216.58,100061232.2,197,966.2102273,267745167.6,2,"TELECOMMUNICATION SYSTEMS, INC.",,SMALL BUSINESS,2014,telecommunication systems,42420,93%,3%,,,2014,"$27,200 ",$0 ,"$28,200 ","$1,000 ","$1,000 ",$0 ,"$29,200 ",53320,D000057481,TELECOMMUNICATION SYSTEMS INC,telecommunication systems
854,TELEDYNETECHNOLOGIESINC,1027371933,1027731933,735,5213.221158,1025638164,2,TELEDYNE TECHNOLOGIES INC,,OTHER THAN SMALL BUSINESS,2014,teledyne technologies,41820,17%,83%,,,2014,"$2,500 ","$1,400 ","$13,000 ","$11,900 ",$0 ,$0 ,"$14,400 ",71186,D000029367,TELEDYNE TECHNOLOGIES,teledyne technologies
855,TELOSCORPORATION,37973450.43,48564835.54,4524,98.12799071,33776914.38,2,TELOS CORPORATION,,SMALL BUSINESS,2014,telos,41848,78%,22%,,,2014,"$4,354 ","$1,004 ","$4,600 ","$1,250 ",$0 ,$0 ,"$5,604 ",71216,D000029369,TELOS CORP,telos
856,TEXTRONINC,34079330513,35030341687,15079,15229.86191,4203576559,2,TEXTRON INC.,,OTHER THAN SMALL BUSINESS,2014,textron,2062,33%,65%,,,2014,"$227,285 ","$21,910 ","$649,500 ","$447,625 ","$10,250 ",$0 ,"$689,010 ",2263,D000000201,TEXTRON INC,textron
857,THEBANKOFNEWYORKMELLONCORPORATION,15000,15000,1,48700,12086000000,1,THE BANK OF NEW YORK MELLON CORPORATION,,OTHER THAN SMALL BUSINESS,2014,bank new york mellon,11867,56%,41%,,,2014,"$638,914 ","$518,215 ","$593,250 ","$471,751 ","$8,350 ","$10,000 ","$1,151,415 ",33632,D000021765,BANK OF NEW YORK MELLON,bank new york mellon
858,THEBOEINGCOMPANY,6.58891E+12,7.72232E+12,7574,143642.1725,52786974527,2,THE BOEING COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,boeing,719,42%,58%,,,2014,"$1,390,940 ","$572,728 ","$2,742,000 ","$1,947,187 ","$8,179 ",$0 ,"$3,355,631 ",819,D000000100,BOEING CO,boeing
859,THEDAYZIMMERMANNGROUPINC,1270218305,2972618305,626,1078.514764,97727787.51,2,THE DAY & ZIMMERMANN GROUP INC,OTHER,OTHER THAN SMALL BUSINESS,2014,day zimmermann,26928,34%,67%,,,2014,"$38,762 ","$4,962 ","$108,700 ","$75,900 ",$0 ,$0 ,"$113,662 ",52213,D000025286,DAY & ZIMMERMANN,day zimmermann
860,THEGEOGROUPINC,1673844897,3301917674,33,8661.111111,652708771.6,2,THE GEO GROUP INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,geo,14225,24%,71%,,,2014,"$53,500 ","$73,283 ","$140,100 ","$159,883 ",$0 ,$0 ,"$225,988 ",36227,D000022003,GEO GROUP,geo
861,THEMANITOWOCCOMPANYINC,1301534.13,1301534.13,193,4556.80875,2336716957,2,THE MANITOWOC COMPANY INC,,OTHER THAN SMALL BUSINESS,2014,manitowoc,33636,28%,72%,,,2014,"$12,500 ","$1,000 ","$43,000 ","$31,500 ",$0 ,$0 ,"$44,000 ",61002,D000027367,MANITOWOC CO,manitowoc
862,THEPNCFINANCIALSERVICESGROUPINC,39298888.03,157863438,9,48166.66667,9604888773,2,THE PNC FINANCIAL SERVICES GROUP INC,,OTHER THAN SMALL BUSINESS,2014,pnc financial services,38214,23%,76%,,,2014,"$142,208 ","$149,813 ","$457,450 ","$461,855 ","$2,700 ",$0 ,"$609,963 ",66611,D000028398,PNC FINANCIAL SERVICES,pnc financial services
863,THEPROCTERGAMBLECOMPANY,16965.38,16965.38,2,111500,38000001043,1,THE PROCTER & GAMBLE COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,procter gamble,5324,44%,55%,,,2014,"$185,520 ","$149,985 ","$265,500 ","$229,965 ","$2,376 ",$0 ,"$417,861 ",5809,D000000485,PROCTER & GAMBLE,procter gamble
